A,B,DISTANCE,CAPACITY,NUM_LANES,FTYPE,FFSPEED,ALPHA,BETA,TOLL_SEGNUM,TOLL_POLICY,TOLL_TYPE,TOLL,TOLLSEG_LEN,DIR1,DIR2,DIR3,DIR4,AM_TIME,MD_TIME,PM_TIME,EV_TIME,EA_TIME,AM_VC,MD_VC,PM_VC,EV_VC,EA_VC,AM_TOLL,MD_TOLL,PM_TOLL,EV_TOLL,EA_TOLL,AM_SOV,MD_SOV,PM_SOV,EV_SOV,EA_SOV,AM_HV2,MD_HV2,PM_HV2,EV_HV2,EA_HV2,AM_HV3,MD_HV3,PM_HV3,EV_HV3,EA_HV3,AM_TRK,MD_TRK,PM_TRK,EV_TRK,EA_TRK,TRK
4,15285,1.6316,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,7.83,7.83,7.83,7.83,7.83,0.14,0.06,0.11,0.02,0,0,0,0,0,0,1389,590.8,1050,197.4,0,0,0,0,0,0,0,0,0,0,0,50.99,36.63,57.11,7.72,0,1
4,15419,0.3973,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,1.91,1.91,1.91,1.91,1.91,0.26,0.22,0.24,0.22,0.05,0,0,0,0,0,2558,2071,2286,2117,464.3,0,0,0,0,0,0,0,0,0,0,91.03,122.6,117,83.13,44.88,1
4,15483,1.2097,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,5.81,5.81,5.81,5.81,5.81,0.15,0.07,0.1,0,0,0,0,0,0,0,1426,628.9,935.1,0,0,0,0,0,0,0,0,0,0,0,0,55.66,42.75,50.66,0,0,1
5,12242,1.9916,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,9.56,9.56,9.56,9.56,9.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,14283,1.8551,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,8.9,8.9,8.91,8.9,8.9,0.06,0.03,0.17,0.03,0,0,0,0,0,0,582,274.8,1533,272.4,0.15,0,0,0,0,0,0,0,0,0,0,54.9,38.81,119.2,14.88,1.74,1
5,14315,0.968,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,4.74,4.71,4.7,4.66,4.65,0.4,0.37,0.35,0.26,0.05,0,0,0,0,0,3853,3488,3350,2549,443.9,0,0,0,0,0,0,0,0,0,0,172.1,187.5,117.5,100.6,49.2,1
5,14551,1.7621,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,8.46,8.46,8.46,8.46,8.46,0.06,0.03,0.13,0,0,0,0,0,0,0,546.2,262.6,1165,0,0,0,0,0,0,0,0,0,0,0,0,63.98,38.35,110.9,0,0,1
5,14593,0.8193,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,3.94,3.94,3.95,3.94,3.93,0.18,0.22,0.27,0.19,0.04,0,0,0,0,0,1640,2009,2561,1797,345.7,0,0,0,0,0,0,0,0,0,0,166.9,203.8,173.6,95.3,53.09,1
5,17960,2.5503,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,12.24,12.24,12.24,12.24,12.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,14919,3.1667,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,15.45,15.2,15.22,15.2,15.2,0.39,0.09,0.21,0.01,0,0,0,0,0,0,3726,805.1,1939,126.5,0,0,0,0,0,0,0,0,0,0,0,133.4,49.05,140.5,2.69,0,1
6,14923,2.6908,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,12.92,12.92,12.92,12.92,12.92,0.1,0,0.03,0,0,0,0,0,0,0,936.3,0,248.3,0,0,0,0,0,0,0,0,0,0,0,0,27.54,0,7.28,0,0,1
6,15009,1.1651,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,5.64,5.6,5.62,5.6,5.59,0.33,0.23,0.29,0.16,0.04,0,0,0,0,0,3154,2100,2722,1493,321.9,0,0,0,0,0,0,0,0,0,0,135.2,165.4,159.6,76.07,35.7,1
6,15025,0.9437,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,4.55,4.53,4.54,4.53,4.53,0.29,0.2,0.23,0.16,0.05,0,0,0,0,0,2765,1884,2236,1548,482.9,0,0,0,0,0,0,0,0,0,0,89.81,94.13,105.2,56.5,39.54,1
6,15089,3.2203,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,15.51,15.47,15.48,15.46,15.46,0.26,0.16,0.21,0.08,0.01,0,0,0,0,0,2509,1461,1957,720.8,129.1,0,0,0,0,0,0,0,0,0,0,114,159.7,150.2,53.83,10.28,1
6,15172,2.4634,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,13.28,12.68,13.68,12.13,11.82,0.64,0.56,0.68,0.43,0.09,0,0,0,0,0,6192,5350,6565,4180,803.9,0,0,0,0,0,0,0,0,0,0,169.9,218,200.6,119.3,66.99,1
7,13865,2.1371,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,18.3,17.54,18.93,17.15,17,0.56,0.45,0.62,0.33,0.06,0,0,0,0,0,5516,4385,6078,3208,610.7,0,0,0,0,0,0,0,0,0,0,132.5,149.6,158.7,70.39,35.92,1
7,15172,3.5423,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,18.91,18.91,18.91,18.91,18.91,0.1,0,0.01,0,0,0,0,0,0,0,942.9,0,131.9,0,0,0,0,0,0,0,0,0,0,0,0,39.01,0,11.36,0,0,1
7,15273,3.9402,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,15.36,15.32,15.33,15.32,15.31,0.26,0.17,0.19,0.14,0.03,0,0,0,0,0,2485,1573,1826,1320,316.3,0,0,0,0,0,0,0,0,0,0,79.39,94.67,103.1,53.63,31.19,1
7,15403,3.1906,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,16.68,16.57,16.57,16.56,16.55,0.32,0.19,0.2,0.14,0.04,0,0,0,0,0,3037,1767,1895,1311,315.1,0,0,0,0,0,0,0,0,0,0,120.4,158,124.2,84.13,45.83,1
7,15469,3.4483,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,17.34,17.23,17.26,17.22,17.22,0.31,0.13,0.24,0.04,0,0,0,0,0,0,2980,1235,2184,386.7,0,0,0,0,0,0,0,0,0,0,0,128.6,104,168.7,19.14,0,1
7,15573,3.5878,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,16.12,15.94,16.26,15.84,15.81,0.4,0.32,0.44,0.22,0.05,0,0,0,0,0,3935,3108,4286,2175,464.1,0,0,0,0,0,0,0,0,0,0,99.81,107.3,116.7,48.69,23.54,1
7,15681,3.2937,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,16.29,16.29,16.33,16.28,16.28,0.19,0.15,0.25,0.07,0,0,0,0,0,0,1697,1376,2364,634.7,0,0,0,0,0,0,0,0,0,0,0,191.8,163.9,180.8,39.01,0,1
8,12389,3.3914,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,13.35,13.4,14.17,13.37,13.29,0.28,0.33,0.55,0.3,0.07,0,0,0,0,0,2673,3127,5299,2943,657.3,0,0,0,0,0,0,0,0,0,0,120.9,157.3,160.3,98.67,67.52,1
8,16047,2.7685,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,18.02,18.02,18.1,18.02,18.02,0.16,0.07,0.28,0,0,0,0,0,0,0,1426,631.8,2628,0,0,0,0,0,0,0,0,0,0,0,0,140.9,20.78,190.5,0,0,1
8,16169,3.7533,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,11.14,11.11,11.2,11.07,11.02,0.35,0.32,0.39,0.29,0.08,0,0,0,0,0,3396,2994,3715,2734,758.3,0,0,0,0,0,0,0,0,0,0,119.3,240.3,139.6,127,74.08,1
8,16357,2.2949,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,16.37,16.38,16.46,16.32,16.31,0.26,0.27,0.33,0.17,0.01,0,0,0,0,0,2551,2644,3237,1638,136.7,0,0,0,0,0,0,0,0,0,0,77.47,82.5,68.74,34.13,6.1,1
8,16529,3.3981,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,14.78,14.73,14.98,14.42,14.39,0.44,0.42,0.48,0.23,0.03,0,0,0,0,0,4255,4068,4691,2273,278.7,0,0,0,0,0,0,0,0,0,0,108.7,149.8,143,52.44,11.43,1
9,15681,2.9978,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,20.65,20.62,20.62,20.62,20.62,0.21,0.02,0.13,0,0,0,0,0,0,0,2003,218.5,1218,0,0,0,0,0,0,0,0,0,0,0,0,79.55,4.99,71.24,0,0,1
9,15747,4.2955,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,10.59,9.82,9.75,9.37,9.28,0.66,0.53,0.51,0.33,0.09,0,0,0,0,0,6402,5045,4899,3194,836,0,0,0,0,0,0,0,0,0,0,176.2,218.3,200.9,114.9,71.44,1
9,16047,1.9339,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,5.87,5.85,5.85,5.85,5.85,0.28,0.11,0.21,0.08,0.01,0,0,0,0,0,2644,1071,1984,815,114.4,0,0,0,0,0,0,0,0,0,0,109.8,56.26,78.82,25.63,9.37,1
10,13127,1.2178,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,3.54,3.54,3.54,3.53,3.53,0.15,0.2,0.24,0.13,0.03,0,0,0,0,0,1472,1863,2335,1291,297.7,0,0,0,0,0,0,0,0,0,0,56.79,120,110.9,54.24,30.1,1
10,13331,0.7362,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,11.42,11.42,11.42,11.42,11.42,0.03,0,0.04,0,0,0,0,0,0,0,308.6,36.97,388.2,0,0,0,0,0,0,0,0,0,0,0,0,6.77,1.09,7.69,0,0,1
10,13547,2.3792,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,6.74,6.74,6.74,6.74,6.74,0.09,0.07,0.1,0.02,0,0,0,0,0,0,879.3,628.6,920,179.7,0,0,0,0,0,0,0,0,0,0,0,38.84,39.81,45.28,7.44,0,1
11,15565,1.4043,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,3.26,3.26,3.26,3.26,3.26,0.23,0.2,0.23,0.2,0.05,0,0,0,0,0,2214,1890,2233,1883,477.8,0,0,0,0,0,0,0,0,0,0,83.07,102.2,99.58,67.21,40.73,1
11,15669,0.6787,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,6.29,6.28,6.28,6.28,6.28,0.2,0.09,0.16,0.03,0,0,0,0,0,0,1904,904.9,1583,250.1,0,0,0,0,0,0,0,0,0,0,0,57.6,41.7,59.65,7.97,0,1
11,15755,1.3084,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,9.37,9.37,9.38,9.37,9.37,0.11,0.08,0.17,0.04,0,0,0,0,0,0,1032,797.7,1676,389.8,0,0,0,0,0,0,0,0,0,0,0,27.15,40.77,70.23,13.76,0,1
12,12685,1.9519,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,7.59,7.59,7.6,7.59,7.59,0.16,0.11,0.22,0.03,0,0,0,0,0,0,1436,1000,2051,319.2,0,0,0,0,0,0,0,0,0,0,0,124.3,99.85,138,19.49,0,1
12,15987,1.5806,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,1.23,1.23,1.23,1.22,1.21,0.37,0.37,0.41,0.32,0.08,0,0,0,0,0,3514,3447,3884,3031,734.8,0,0,0,0,0,0,0,0,0,0,173.4,249.9,221.4,142.2,86.6,1
12,16165,0.2518,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,16.73,16.73,16.73,16.73,16.73,0.14,0,0.01,0,0,0,0,0,0,0,1314,0,69.59,0,0,0,0,0,0,0,0,0,0,0,0,56.49,0,4.94,0,0,1
12,16345,3.4855,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,16.85,16.84,16.99,16.84,16.84,0.15,0.08,0.33,0.03,0,0,0,0,0,0,1406,761.8,2978,324.2,0,0,0,0,0,0,0,0,0,0,0,142.6,84.84,322.2,8.6,0,1
13,16345,3.5089,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,10.39,10.37,10.45,10.35,10.33,0.3,0.27,0.35,0.24,0.12,0,0,0,0,0,2821,2532,3404,2285,1014,0,0,0,0,0,0,0,0,0,0,133.1,153.3,138.2,86.37,137.2,1
13,18399,2.1521,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,11.63,11.64,11.72,11.64,11.6,0.24,0.26,0.34,0.26,0.02,0,0,0,0,0,1998,2214,3136,2389,156.6,0,0,0,0,0,0,0,0,0,0,363.5,414,275.6,207,34.51,1
13,19318,2.4163,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,11.18,11.14,11.22,11.13,11.13,0.28,0.2,0.32,0.15,0,0,0,0,0,0,2682,1863,3122,1458,0,0,0,0,0,0,0,0,0,0,0,116,120,123.4,45.5,0,1
13,21039,2.3186,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,10.27,10.28,11.31,10.21,10.18,0.33,0.34,0.62,0.25,0.03,0,0,0,0,0,3149,3192,5939,2386,317.1,0,0,0,0,0,0,0,0,0,0,150,175.4,259,84.7,31.91,1
14,16529,2.1212,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,7.09,7.04,7.15,7.02,6.99,0.37,0.31,0.41,0.27,0.08,0,0,0,0,0,3391,2788,3886,2569,714.8,0,0,0,0,0,0,0,0,0,0,296.7,284.5,263.1,140.1,93.53,1
14,16723,1.4569,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,7.37,7.14,7.62,7.04,7.01,0.51,0.39,0.58,0.27,0.04,0,0,0,0,0,4874,3701,5588,2586,369.9,0,0,0,0,0,0,0,0,0,0,227.9,227.8,243.5,85.67,27.79,1
14,21225,1.4607,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,15.91,11.93,12.15,11.83,11.79,0.83,0.36,0.45,0.27,0.13,0,0,0,0,0,7916,3217,4172,2537,1143,0,0,0,0,0,0,0,0,0,0,350.3,350.6,351.3,154.2,120.8,1
15,16093,2.4551,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,36.98,18.35,23.76,17.05,16.78,1.13,0.59,0.86,0.38,0.04,0,0,0,0,0,10968,5641,8258,3693,347.7,0,0,0,0,0,0,0,0,0,0,288.3,300,373.1,138,23.56,1
15,16537,3.4958,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,18.8,18.78,18.78,18.78,18.78,0.18,0.01,0.01,0,0,0,0,0,0,0,1749,110.1,126.3,0.82,0.26,0,0,0,0,0,0,0,0,0,0,69.37,20.68,22.85,7.33,2.39,1
16,12302,4.6962,10000,1,51,15,0.75,4,0,0,0,0,0,0,0,0,0,18.28,18.27,18.27,18.27,18.27,0.14,0.1,0.1,0.07,0.02,0,0,0,0,0,1356,985.2,977.1,700.8,221.5,0,0,0,0,0,0,0,0,0,0,23.92,47.86,39.04,25.51,22.01,1
16,12731,4.5683,10000,1,51,15,0.75,4,0,0,0,0,0,0,0,0,0,22.85,22.83,22.84,22.82,22.82,0.2,0.11,0.16,0.06,0.01,0,0,0,0,0,1923,1001,1517,555.4,65.58,0,0,0,0,0,0,0,0,0,0,66.37,94.64,119.7,40.54,11.89,1
16,13059,4.7548,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,29.91,29.56,30,29.43,29.07,0.44,0.39,0.46,0.36,0.12,0,0,0,0,0,4244,3557,4253,3388,1113,0,0,0,0,0,0,0,0,0,0,186.1,322.2,298,207.4,130.2,1
17,13108,6.056,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,74.2,67.62,67.72,67.57,67.57,0.6,0.18,0.23,0.07,0,0,0,0,0,0,5862,1651,2176,673.4,0,0,0,0,0,0,0,0,0,0,0,152.3,132.9,154.4,35.67,0,1
17,13315,14.0776,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,74.74,73.14,73.36,73.11,73.11,0.42,0.14,0.26,0.03,0,0,0,0,0,0,3918,1297,2402,294,0,0,0,0,0,0,0,0,0,0,0,235.3,134.8,203.3,20.26,0,1
17,14269,15.2317,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,12.62,12.62,12.62,12.62,12.62,0.1,0.01,0.1,0,0,0,0,0,0,0,894.1,104.9,916.6,0,0,0,0,0,0,0,0,0,0,0,0,86.74,17.19,92.53,0,0,1
18,12427,3.1555,10000,1,51,15,0.75,4,0,0,0,0,0,0,0,0,0,11.66,11.61,11.67,11.6,11.6,0.28,0.19,0.29,0.06,0,0,0,0,0,0,2666,1727,2728,531.6,0,0,0,0,0,0,0,0,0,0,0,139.7,156.7,191.9,27.84,0,1
18,12887,2.9009,10000,1,51,15,0.75,4,0,0,0,0,0,0,0,0,0,2.42,2.33,2.39,2.33,2.3,0.51,0.34,0.47,0.35,0.09,0,0,0,0,0,4812,3062,4403,3298,796.8,0,0,0,0,0,0,0,0,0,0,292.9,358.9,308.2,210.6,117.9,1
18,18999,0.5756,10000,1,51,15,0.75,4,0,0,0,0,0,0,0,0,0,21.08,21.08,21.08,21.08,21.08,0.15,0.07,0.09,0.02,0,0,0,0,0,0,1452,678.3,912.2,166.2,0,0,0,0,0,0,0,0,0,0,0,29.04,18,18.88,2.57,0,1
19,12484,1.4103,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,30.28,30.28,30.28,30.28,30.28,0.04,0,0,0,0,0,0,0,0,0,373.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.45,0,0,0,0,1
19,13990,4.3908,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,10.01,9.68,9.74,9.65,9.64,0.47,0.27,0.34,0.2,0.05,0,0,0,0,0,4605,2563,3207,1880,469.9,0,0,0,0,0,0,0,0,0,0,133.6,166.6,186.6,80.08,40.87,1
19,14657,6.3078,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,6.48,6.41,6.43,6.39,6.37,0.38,0.3,0.33,0.22,0.05,0,0,0,0,0,3664,2807,3116,2143,425.4,0,0,0,0,0,0,0,0,0,0,167.8,197.2,177.9,101.4,51.1,1
19,15221,2.009,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,6.88,6.75,6.89,6.73,6.72,0.42,0.27,0.43,0.19,0.04,0,0,0,0,0,4021,2514,4073,1849,364.8,0,0,0,0,0,0,0,0,0,0,170.4,160.8,192.1,59.89,28.48,1
20,12873,1.3281,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,19.68,19.68,19.68,19.68,19.68,0.01,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55,0,0,0,0,1
20,13547,1.4007,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,19.56,19.56,19.56,19.56,19.56,0.01,0,0.08,0,0,0,0,0,0,0,120.8,0,722.2,0,0,0,0,0,0,0,0,0,0,0,0,4.31,0,28.24,0,0,1
20,14191,4.1001,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,39.36,39.36,39.36,39.36,39.36,0.07,0.04,0.06,0.03,0.01,0,0,0,0,0,580.5,224.5,443.2,200.3,70.06,0,0,0,0,0,0,0,0,0,0,144.3,148.9,165.5,65.94,32.46,1
20,14283,4.0744,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,65.66,65.66,65.66,65.66,65.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,13476,8.1998,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,50.27,49.47,49.92,49.43,49.41,0.39,0.2,0.34,0.14,0.05,0,0,0,0,0,3765,1904,3259,1392,473.8,0,0,0,0,0,0,0,0,0,0,142.2,118.8,165.3,39.32,50.02,1
21,13516,13.6797,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,77.4,77.4,77.4,77.4,77.4,0.07,0,0.03,0,0,0,0,0,0,0,723.8,7.35,329.2,4.56,0,0,0,0,0,0,0,0,0,0,0,20.75,1.77,9.57,0.78,0,1
22,12177,10.294,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,55.12,54.28,54.92,54.15,54.04,0.4,0.28,0.38,0.23,0.03,0,0,0,0,0,3883,2565,3643,2169,300.4,0,0,0,0,0,0,0,0,0,0,158.2,209.2,191.7,107.3,22.77,1
22,13518,16.1248,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,4.32,4.32,4.32,4.32,4.32,0.07,0.05,0.08,0.03,0.01,0,0,0,0,0,731.7,487.7,778.2,323.6,53.49,0,0,0,0,0,0,0,0,0,0,11.07,7.17,11.6,2.91,1.43,1
22,15701,11.2591,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,8.67,8.67,8.67,8.67,8.67,0.03,0,0.03,0,0,0,0,0,0,0,304.2,0,250,0,0,0,0,0,0,0,0,0,0,0,0,3.76,0,4.79,0,0,1
23,21051,0.9007,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,1.63,1.63,1.64,1.63,1.62,0.3,0.27,0.31,0.2,0.05,0,0,0,0,0,2866,2558,2968,1988,449.1,0,0,0,0,0,0,0,0,0,0,105.7,130,126.4,59.88,29.45,1
23,21107,1.8053,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,5.73,5.72,5.73,5.72,5.72,0.13,0.01,0.07,0,0,0,0,0,0,0,1287,138.3,659.1,0,0,0,0,0,0,0,0,0,0,0,0,16.91,2.45,12.76,0,0,1
23,21135,0.3384,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,5.01,5.01,5.01,5.01,5.01,0.16,0.06,0.09,0.04,0.01,0,0,0,0,0,1537,554.7,853.1,428.1,83.52,0,0,0,0,0,0,0,0,0,0,59.22,38.45,44.47,17.27,8.51,1
23,21141,1.1927,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,4.68,4.68,4.68,4.68,4.68,0.11,0.1,0.09,0.07,0.02,0,0,0,0,0,1025,949.3,834.7,703,150.8,0,0,0,0,0,0,0,0,0,0,27.16,42.97,30.73,19.75,9.61,1
24,21185,1.0438,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,4.86,4.86,4.86,4.86,4.86,0.1,0.07,0.17,0.06,0.01,0,0,0,0,0,920.4,708.8,1674,575.1,127.8,0,0,0,0,0,0,0,0,0,0,34.11,40.62,60.86,18.18,8.96,1
24,21196,0.9753,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,2.84,2.84,2.84,2.84,2.84,0.06,0.03,0.04,0.03,0.01,0,0,0,0,0,555.3,279.9,391.7,239.2,46.69,0,0,0,0,0,0,0,0,0,0,27.48,27.68,30.23,12.62,5.38,1
24,21217,1.0121,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,5.4,5.4,5.4,5.4,5.4,0.01,0.01,0.01,0,0,0,0,0,0,0,50.54,53.08,113.9,35.28,0,0,0,0,0,0,0,0,0,0,0,2.37,2.6,3.77,0.64,0,1
25,21217,0.5917,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,4.79,4.79,4.79,4.79,4.79,0.02,0.01,0.02,0.01,0,0,0,0,0,0,230.4,130.7,199.6,103.5,29.81,0,0,0,0,0,0,0,0,0,0,16.97,17.45,19,8.17,5.15,1
25,21226,1.1247,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,1.89,1.88,1.88,1.88,1.88,0.29,0.16,0.23,0.13,0.03,0,0,0,0,0,2888,1500,2241,1251,259.9,0,0,0,0,0,0,0,0,0,0,51.93,52.62,56.88,24.14,11.89,1
25,21235,0.9988,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,3.05,3.05,3.05,3.05,3.05,0.07,0.05,0.1,0.04,0.01,0,0,0,0,0,731.3,501,959.7,423.8,56.4,0,0,0,0,0,0,0,0,0,0,8.71,8.97,12.01,3.67,1.76,1
26,21251,0.3914,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,7.1,7.1,7.1,7.1,7.1,0.07,0.04,0.1,0.03,0,0,0,0,0,0,707.8,401.9,1009,278.6,35.4,0,0,0,0,0,0,0,0,0,0,21.3,13.38,39.81,4.8,0.49,1
26,21279,0.6352,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,6.99,6.99,6.99,6.99,6.99,0.19,0.05,0.09,0.03,0,0,0,0,0,0,1801,488.8,836.7,280.8,0,0,0,0,0,0,0,0,0,0,0,54.89,29.06,33.42,9.79,0,1
27,21285,1.4794,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,3.04,3.04,3.04,3.04,3.04,0.21,0.21,0.23,0.17,0.05,0,0,0,0,0,2069,2039,2251,1684,469.9,0,0,0,0,0,0,0,0,0,0,61.91,91.43,78.61,46.42,31.13,1
27,21725,1.4554,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,4.69,4.69,4.69,4.69,4.69,0.11,0.1,0.16,0.08,0.01,0,0,0,0,0,1075,960.4,1531,820.8,125.7,0,0,0,0,0,0,0,0,0,0,19.29,26.15,26.58,10.93,4,1
27,21731,0.6328,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,5.7,5.68,5.71,5.68,5.67,0.28,0.2,0.31,0.17,0.03,0,0,0,0,0,2744,1904,3006,1694,326,0,0,0,0,0,0,0,0,0,0,70.93,92.1,101.3,41.53,20.6,1
27,21777,0.9763,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,7.98,7.92,7.92,7.92,7.92,0.33,0.07,0.13,0.04,0.01,0,0,0,0,0,3195,707.4,1286,406.4,80.75,0,0,0,0,0,0,0,0,0,0,80.63,21.28,38.04,5.31,2.64,1
28,21329,1.1818,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,6.48,6.47,6.49,6.47,6.47,0.22,0.17,0.26,0.12,0.03,0,0,0,0,0,2188,1637,2540,1209,266.7,0,0,0,0,0,0,0,0,0,0,50.94,71.95,84.07,36.24,18.95,1
28,21779,1.649,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,7.48,7.47,7.48,7.47,7.47,0.2,0.15,0.21,0.14,0.02,0,0,0,0,0,1923,1453,2032,1391,220.3,0,0,0,0,0,0,0,0,0,0,30.48,41.88,31.63,20.91,9.56,1
28,21823,1.3474,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,7.67,7.66,7.66,7.66,7.66,0.21,0.09,0.17,0.09,0.02,0,0,0,0,0,2095,849.2,1675,861,207.1,0,0,0,0,0,0,0,0,0,0,28.73,24.4,37.17,13.89,8.28,1
28,21875,1.5556,10000,1,51,12.5,0.75,4,0,0,0,0,0,0,0,0,0,4.96,4.95,4.96,4.95,4.95,0.25,0.17,0.22,0.12,0.02,0,0,0,0,0,2465,1614,2109,1181,212.8,0,0,0,0,0,0,0,0,0,0,37.23,50.02,46.02,22.27,9.54,1
